"","Ring_Inschrift","Fundtyp","Artbezeichnung deutsch","Ortsbezeichnung","Datum","Beobachter","Altersdefinition","Bemerkung","Geschlecht","date","year","month","day","Gewicht_num_min","Fluegellaenge_num_min","Teilfederlaenge_num_min"
"895","VC98249","Wiederfund","Bartmeise","Rietzer See","29.09.2002 09:00:00","Dürr, Tobias","Adult","EWF:1710","männlich",2002-09-29,2002,9,29,14,60,4.5
"896","PA95422","Wiederfund","Bartmeise","Rietzer See","26.04.2002 20:00:00","Dürr, Tobias","Adult","F:60;FETT:2","weiblich",2002-04-26,2002,4,26,13,60,4.2
"897","VD29004","Wiederfund","Bartmeise","Rietzer See","27.12.2002 09:00:00","Dürr, Tobias","Adult","EWF:1710","männlich",2002-12-27,2002,12,27,16,61,4.5
"898","PA95421","Wiederfund","Bartmeise","Rietzer See","17.05.2002 09:00:00","Dürr, Tobias","Adult","F:60;FETT:2","männlich",2002-05-17,2002,5,17,15,60,4.5
"899","VC45994","Wiederfund","Bartmeise","Rietzer See","18.05.2002 08:00:00","Dürr, Tobias","Adult","EWF:1710","weiblich",2002-05-18,2002,5,18,15,45,4.5
"900","PA95411","Wiederfund","Bartmeise","Rietzer See","26.06.2002 11:00:00","Dürr, Tobias","Adult","F:62;FETT:4","weiblich",2002-06-26,2002,6,26,14.5,62,4.5
"901","VD75678","Wiederfund","Bartmeise","Rietzer See","07.07.2004 06:00:00","Dürr, Tobias","Adult","EWF:1710","männlich",2004-07-07,2004,7,7,15,60,4.3
"902","PA95422","Wiederfund","Bartmeise","Rietzer See","14.06.2002 06:00:00","Dürr, Tobias","Adult","F:60;FETT:2","weiblich",2002-06-14,2002,6,14,13,60,4.2
"903","VD75401","Wiederfund","Bartmeise","Rietzer See","11.07.2004 13:00:00","Dürr, Tobias","Adult","EWF:1710","weiblich",2004-07-11,2004,7,11,14,56,4.5
"904","VD54893","Wiederfund","Bartmeise","Rietzer See","02.07.2004 08:00:00","Dürr, Tobias","Adult","EWF:1710","weiblich",2004-07-02,2004,7,2,14.5,60,4.5
"905","VC41035","Wiederfund","Bartmeise","Rietzer See","26.01.2004 14:00:00","Dürr, Tobias","Adult","F:61;FETT:1","männlich",2004-01-26,2004,1,26,16,61,4.5
"906","PA95421","Wiederfund","Bartmeise","Rietzer See","26.04.2002 20:00:00","Dürr, Tobias","Adult","F:60;FETT:2","männlich",2002-04-26,2002,4,26,15,60,4.5
"907","PA95226","Wiederfund","Bartmeise","Rietzer See","26.04.2002 16:00:00","Dürr, Tobias","Adult","F:60;FETT:4","weiblich",2002-04-26,2002,4,26,18,NA,4.5
"908","VD29116","Wiederfund","Bartmeise","Rietzer See","26.06.2002 09:00:00","Dürr, Tobias","Adult","EWF:1710","männlich",2002-06-26,2002,6,26,15,61,4.5
"909","VD54262","Wiederfund","Bartmeise","Rietzer See","16.05.2003 06:00:00","Dürr, Tobias","Adult","EWF:1710","weiblich",2003-05-16,2003,5,16,14.5,58,4.4
"910","VD75672","Wiederfund","Bartmeise","Rietzer See","24.04.2004 05:00:00","Dürr, Tobias","Adult","EWF:1710","männlich",2004-04-24,2004,4,24,16,62,4.4
"911","VD54877","Wiederfund","Bartmeise","Rietzer See","14.02.2003 12:00:00","Dürr, Tobias","Adult","EWF:1710","weiblich",2003-02-14,2003,2,14,14.5,NA,4.5
"912","VC45464","Wiederfund","Bartmeise","Rietzer See","17.05.2002 08:00:00","Dürr, Tobias","Adult","EWF:1710","weiblich",2002-05-17,2002,5,17,14.5,46,4.5
"913","VC98485","Wiederfund","Bartmeise","Rietzer See","18.05.2002 07:00:00","Dürr, Tobias","Adult","EWF:1710","weiblich",2002-05-18,2002,5,18,13,55,4.1
"914","VD54264","Wiederfund","Bartmeise","Rietzer See","07.07.2004 06:00:00","Dürr, Tobias","Adult","EWF:1710","männlich",2004-07-07,2004,7,7,14.5,57,4.3
"915","VD29088","Wiederfund","Bartmeise","Rietzer See","26.04.2002 20:00:00","Dürr, Tobias","Adult","EWF:1710","männlich",2002-04-26,2002,4,26,17,62,4.4
"916","PA95411","Wiederfund","Bartmeise","Rietzer See","27.04.2002 06:00:00","Dürr, Tobias","Adult","F:62;FETT:4","weiblich",2002-04-27,2002,4,27,14.5,62,4.5
"917","ZB75166","Wiederfund","Sumpfmeise","Rietzer See","18.02.2004 08:00:00","Dürr, Tobias","Adult","EWF:1710","unbekannt",2004-02-18,2004,2,18,10.5,62,4.4
"918","VD54647","Wiederfund","Bartmeise","Rietzer See","23.04.2004 19:00:00","Dürr, Tobias","Adult","EWF:1710","männlich",2004-04-23,2004,4,23,16.5,57,4.5
"919","VD29044","Wiederfund","Bartmeise","Rietzer See","14.06.2002 06:00:00","Dürr, Tobias","Adult","EWF:1710","männlich",2002-06-14,2002,6,14,14.5,59,4.4
"920","VD55385","Wiederfund","Bartmeise","Rietzer See","29.04.2005 18:00:00","Dürr, Tobias","Adult","EWF:1710","männlich",2005-04-29,2005,4,29,13.5,58,4.6
"921","VD55385","Wiederfund","Bartmeise","Rietzer See","29.04.2005 20:00:00","Dürr, Tobias","Adult","EWF:1710","männlich",2005-04-29,2005,4,29,13.5,58,4.6
"922","VD54680","Wiederfund","Bartmeise","Rietzer See","24.04.2004 08:00:00","Dürr, Tobias","Adult","EWF:1710","weiblich",2004-04-24,2004,4,24,14.5,NA,4.5
"923","VD28760","Wiederfund","Bartmeise","Rietzer See","19.07.2002 21:00:00","Dürr, Tobias","Adult","EWF:1710","weiblich",2002-07-19,2002,7,19,14.5,59,4.5
"924","VD75489","Wiederfund","Bartmeise","Rietzer See","06.07.2004 19:00:00","Dürr, Tobias","Adult","EWF:1710","weiblich",2004-07-06,2004,7,6,13.5,56,4.4
"925","VD29124","Wiederfund","Bartmeise","Rietzer See","06.07.2002 08:00:00","Dürr, Tobias","Adult","EWF:1710","männlich",2002-07-06,2002,7,6,14,60,4.4
"926","VD29048","Wiederfund","Bartmeise","Rietzer See","17.05.2002 09:00:00","Dürr, Tobias","Adult","EWF:1710","weiblich",2002-05-17,2002,5,17,16.5,62,4.5
