"SDO_ID","SDO_Name","Geogr_Laenge","Geogr_Breite","Hoehe_ueber_NN","Metadata_Link"
"6265","Wusterwitz","12,3867","52,3613","36.0","https://cdc.dwd.de/rest/metadata/station/html/812300031271"
